SKU编码,品类,仓库编码,日期,预测销量,预测下限,预测上限,集成预测,Prophet权重,XGBoost权重
SKU00001,服装鞋履,ALL,2026-01-25,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00001,服装鞋履,ALL,2026-01-26,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00001,服装鞋履,ALL,2026-01-27,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00001,服装鞋履,ALL,2026-01-28,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00001,服装鞋履,ALL,2026-01-29,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00001,服装鞋履,ALL,2026-01-30,0.8571428571428571,0.1222959343079036,1.5919897799778109,0.8571428571428571,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-01,1.9825,0.6700595251593313,3.2949404748406685,1.9825,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-02,1.965,0.6525595251593312,3.2774404748406685,1.965,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-03,2.92125,1.608809525159331,4.233690474840668,2.92125,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-04,1.93,0.6175595251593311,3.2424404748406683,1.93,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-05,3.825,2.512559525159331,5.137440474840668,3.825,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-06,4.7375,3.425059525159331,6.049940474840668,4.7375,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-07,1.8775,0.5650595251593311,3.189940474840668,1.8775,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-08,3.72,2.407559525159331,5.032440474840668,3.72,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-09,0.92125,0.0,2.2336904748406683,0.92125,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-10,1.825,0.5125595251593311,3.1374404748406683,1.825,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-11,3.615,2.302559525159332,4.927440474840669,3.615,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-12,6.265000000000001,4.952559525159332,7.577440474840669,6.265000000000001,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-13,1.7725,0.4600595251593313,3.0849404748406686,1.7725,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-14,1.755,0.4425595251593315,3.0674404748406685,1.755,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-15,1.7375,0.4250595251593314,3.0499404748406684,1.7375,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-16,0.86,0.0,2.1724404748406685,0.86,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-17,1.7025,0.3900595251593315,3.0149404748406687,1.7025,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-18,4.2125,2.900059525159332,5.524940474840669,4.2125,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-19,2.50125,1.1888095251593311,3.813690474840669,2.50125,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-20,1.65,0.3375595251593313,2.9624404748406685,1.65,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-21,2.44875,1.1363095251593314,3.7611904748406686,2.44875,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-22,1.615,0.3025595251593314,2.927440474840669,1.615,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-23,1.5975,0.2850595251593313,2.9099404748406688,1.5975,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-24,5.529999999999999,4.217559525159331,6.842440474840668,5.529999999999999,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-25,1.5625,0.2500595251593314,2.8749404748406686,1.5625,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-26,1.545,0.2325595251593313,2.8574404748406685,1.545,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-27,1.5275,0.2150595251593312,2.8399404748406685,1.5275,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-28,3.02,1.707559525159331,4.332440474840668,3.02,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-29,0.0,0.0,1.3124404748406686,0.0,1.0,0.0
SKU00002,服装鞋履,ALL,2026-01-30,0.0,0.0,1.3124404748406686,0.0,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-01,4.054444444444445,2.0444693202202666,6.064419568668623,4.054444444444445,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-02,1.0272222222222225,0.0,3.0371973464464004,1.0272222222222225,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-03,7.2858333333333345,5.275858209109156,9.295808457557513,7.2858333333333345,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-04,4.217777777777778,2.2078026535536,6.227752902001956,4.217777777777778,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-05,5.340277777777779,3.3303026535536,7.350252902001957,5.340277777777779,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-06,5.408333333333333,3.398358209109155,7.418308457557512,5.408333333333333,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-07,3.285833333333333,1.2758582091091548,5.295808457557511,3.285833333333333,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-08,3.3266666666666667,1.3166915424424883,5.336641790890845,3.3266666666666667,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-09,4.49,2.480024875775822,6.499975124224179,4.49,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-10,3.408333333333333,1.3983582091091549,5.418308457557512,3.408333333333333,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-11,8.048055555555557,6.0380804313313785,10.058030679779735,8.048055555555557,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-12,3.49,1.4800248757758214,5.499975124224179,3.49,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-13,4.707777777777778,2.6978026535536,6.717752902001957,4.707777777777778,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-14,4.7622222222222215,2.752247097998043,6.7721973464464,4.7622222222222215,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-15,2.408333333333333,0.3983582091091548,4.418308457557512,2.408333333333333,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-16,4.871111111111111,2.861135986886933,6.88108623533529,4.871111111111111,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-17,4.925555555555556,2.915580431331377,6.935530679779734,4.925555555555556,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-18,4.98,2.970024875775822,6.989975124224179,4.98,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-19,5.0344444444444445,3.024469320220266,7.044419568668623,5.0344444444444445,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-20,5.088888888888889,3.0789137646647102,7.098864013113067,5.088888888888889,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-21,3.8575,1.8475248757758216,5.867475124224178,3.8575,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-22,5.1977777777777785,3.1878026535536,7.207752902001957,5.1977777777777785,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-23,9.19138888888889,7.181413764664711,11.201364013113068,9.19138888888889,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-24,5.306666666666667,3.2966915424424883,7.316641790890845,5.306666666666667,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-25,5.361111111111111,3.3511359868869324,7.371086235335289,5.361111111111111,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-26,5.415555555555556,3.4055804313313773,7.425530679779734,5.415555555555556,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-27,4.1025,2.0925248757758217,6.112475124224178,4.1025,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-28,9.66777777777778,7.657802653553601,11.677752902001956,9.66777777777778,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-29,0.0,0.0,2.0099751242241783,0.0,1.0,0.0
SKU00005,服装鞋履,ALL,2026-01-30,0.0,0.0,2.0099751242241783,0.0,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-01,74.04973936899863,53.59637778709723,94.50310095090003,74.04973936899863,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-02,56.07528120713306,35.62191962523166,76.52864278903445,56.07528120713306,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-03,92.18551440329216,71.73215282139077,112.63887598519358,92.18551440329216,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-04,70.18820301783265,49.73484143593125,90.64156459973404,70.18820301783265,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-05,71.23861454046639,50.78525295856499,91.69197612236778,71.23861454046639,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-06,61.24600823045268,40.79264664855128,81.69936981235408,61.24600823045268,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-07,59.27759945130315,38.82423786940176,79.73096103320455,59.27759945130315,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-08,128.6882853223594,108.23492374045802,149.1416469042608,128.6882853223594,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-09,105.63518518518518,85.18182360328379,126.08854676708656,105.63518518518518,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-10,139.93429355281208,119.48093197091067,160.38765513471347,139.93429355281208,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-11,65.48058984910837,45.02722826720697,85.93395143100977,65.48058984910837,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-12,90.72592592592592,70.27256434402452,111.17928750782733,90.72592592592592,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-13,53.46311385459534,33.009752272693945,73.91647543649674,53.46311385459534,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-14,69.64930041152263,49.195938829621234,90.10266199342402,69.64930041152263,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-15,58.58477366255144,38.13141208065004,79.03813524445283,58.58477366255144,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-16,112.19374485596708,91.74038327406568,132.64710643786847,112.19374485596708,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-17,69.78843621399177,49.335074632090375,90.24179779589318,69.78843621399177,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-18,116.39135802469136,95.93799644278997,136.84471960659278,116.39135802469136,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-19,116.46865569272978,96.0152941108284,136.92201727463117,116.46865569272978,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-20,160.12400548696846,139.67064390506707,180.57736706886985,160.12400548696846,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-21,56.790452674897125,36.33709109299573,77.24381425679852,56.790452674897125,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-22,98.43437585733884,77.98101427543745,118.88773743924024,98.43437585733884,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-23,113.73146776406035,93.27810618215898,134.18482934596176,113.73146776406035,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-24,61.98403292181071,41.53067133990931,82.43739450371211,61.98403292181071,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-25,119.98285322359396,99.52949164169256,140.43621480549535,119.98285322359396,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-26,101.74759945130316,81.29423786940177,122.20096103320456,101.74759945130316,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-27,81.45185185185186,60.99849026995046,101.90521343375326,81.45185185185186,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-28,64.18567901234569,43.73231743044429,84.63904059424709,64.18567901234569,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-29,18.350864197530864,0.0,38.80422577943226,18.350864197530864,1.0,0.0
SKU00006,服装鞋履,ALL,2026-01-30,35.70576131687243,15.252399734971036,56.15912289877383,35.70576131687243,1.0,0.0
SKU00007,服装鞋履,ALL,2025-12-28,0.8782539682539682,0.0,3.522114781534425,0.8782539682539682,1.0,0.0
SKU00007,服装鞋履,ALL,2025-12-29,0.8993650793650793,0.0,3.543225892645536,0.8993650793650793,1.0,0.0
SKU00007,服装鞋履,ALL,2025-12-30,0.9204761904761904,0.0,3.5643370037566475,0.9204761904761904,1.0,0.0
SKU00007,服装鞋履,ALL,2025-12-31,0.9415873015873016,0.0,3.5854481148677584,0.9415873015873016,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-01,0.9626984126984126,0.0,3.606559225978869,0.9626984126984126,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-02,0.9838095238095236,0.0,3.627670337089981,0.9838095238095236,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-03,1.0049206349206348,0.0,3.648781448201092,1.0049206349206348,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-04,1.026031746031746,0.0,3.6698925593122023,1.026031746031746,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-05,1.0471428571428572,0.0,3.691003670423314,1.0471428571428572,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-06,1.0682539682539682,0.0,3.712114781534425,1.0682539682539682,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-07,1.089365079365079,0.0,3.733225892645536,1.089365079365079,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-08,1.1104761904761904,0.0,3.754337003756647,1.1104761904761904,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-09,1.1315873015873017,0.0,3.7754481148677583,1.1315873015873017,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-10,1.1526984126984126,0.0,3.7965592259788696,1.1526984126984126,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-11,1.1738095238095236,0.0,3.817670337089981,1.1738095238095236,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-12,1.1949206349206347,0.0,3.8387814482010914,1.1949206349206347,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-13,1.2160317460317458,0.0,3.859892559312202,1.2160317460317458,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-14,1.237142857142857,0.0,3.881003670423314,1.237142857142857,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-15,1.258253968253968,0.0,3.902114781534425,1.258253968253968,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-16,1.2793650793650793,0.0,3.923225892645536,1.2793650793650793,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-17,1.3004761904761903,0.0,3.944337003756648,1.3004761904761903,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-18,1.3215873015873014,0.0,3.9654481148677583,1.3215873015873014,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-19,1.3426984126984125,0.0,3.986559225978869,1.3426984126984125,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-20,1.3638095238095236,0.0,4.00767033708998,1.3638095238095236,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-21,1.3849206349206349,0.0,4.028781448201092,1.3849206349206349,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-22,1.4060317460317455,0.0,4.049892559312203,1.4060317460317455,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-23,1.427142857142857,0.0,4.071003670423314,1.427142857142857,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-24,1.448253968253968,0.0,4.092114781534425,1.448253968253968,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-25,1.4693650793650792,0.0,4.113225892645536,1.4693650793650792,1.0,0.0
SKU00007,服装鞋履,ALL,2026-01-26,1.4904761904761905,0.0,4.134337003756647,1.4904761904761905,1.0,0.0
SKU00008,服装鞋履,ALL,2025-12-30,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2025-12-31,0.9766666666666668,0.1876799747636917,1.7656533585696417,0.9766666666666668,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-01,1.93,1.1410133080970248,2.7189866919029746,1.93,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-02,1.9066666666666665,1.1176799747636914,2.695653358569641,1.9066666666666665,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-03,0.9416666666666668,0.1526799747636916,1.7306533585696418,0.9416666666666668,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-04,1.86,1.071013308097025,2.6489866919029748,1.86,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-05,0.9183333333333332,0.1293466414303583,1.7073200252363083,0.9183333333333332,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-06,2.72,1.9310133080970249,3.508986691902974,2.72,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-07,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-08,2.65,1.861013308097025,3.438986691902975,2.65,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-09,1.7433333333333332,0.9543466414303582,2.532320025236308,1.7433333333333332,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-10,0.8599999999999999,0.0710133080970248,1.6489866919029748,0.8599999999999999,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-11,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-12,2.51,1.721013308097025,3.2989866919029747,2.51,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-13,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-14,1.6266666666666665,0.8376799747636915,2.4156533585696414,1.6266666666666665,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-15,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-16,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-17,0.0,0.0,0.788986691902975,0.0,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-18,1.533333333333333,0.744346641430358,2.322320025236308,1.533333333333333,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-19,1.5099999999999998,0.7210133080970248,2.2989866919029747,1.5099999999999998,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-20,0.7433333333333332,0.0,1.532320025236308,0.7433333333333332,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-21,1.4633333333333332,0.6743466414303582,2.2523200252363083,1.4633333333333332,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-22,1.4399999999999995,0.6510133080970247,2.228986691902975,1.4399999999999995,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-23,1.4166666666666663,0.6276799747636913,2.2056533585696414,1.4166666666666663,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-24,1.393333333333333,0.6043466414303581,2.182320025236308,1.393333333333333,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-25,2.055,1.2660133080970248,2.8439866919029746,2.055,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-26,0.6733333333333331,0.0,1.4623200252363082,0.6733333333333331,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-27,1.3233333333333333,0.5343466414303583,2.112320025236308,1.3233333333333333,1.0,0.0
SKU00008,服装鞋履,ALL,2026-01-28,1.2999999999999996,0.5110133080970246,2.0889866919029747,1.2999999999999996,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-01,4.026093189964158,1.3168497531353447,6.735336626792971,4.026093189964158,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-02,6.078279569892473,3.36903613306366,8.787523006721287,6.078279569892473,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-03,4.078279569892474,1.369036133063661,6.787523006721287,4.078279569892474,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-04,8.208745519713263,5.49950208288445,10.917988956542075,8.208745519713263,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-05,8.260931899641577,5.551688462812764,10.97017533647039,8.260931899641577,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-06,6.234838709677419,3.525595272848606,8.944082146506233,6.234838709677419,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-07,5.22831541218638,2.5190719753575666,7.937558849015192,5.22831541218638,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-08,14.730609318996414,12.0213658821676,17.43985275582523,14.730609318996414,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-09,10.587096774193547,7.877853337364734,13.29634021102236,10.587096774193547,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-10,4.2609318996415775,1.5516884628127643,6.9701753364703904,4.2609318996415775,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-11,8.57405017921147,5.864806742382657,11.283293616040282,8.57405017921147,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-12,6.469677419354839,3.760433982526026,9.178920856183652,6.469677419354839,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-13,4.3392114695340505,1.6299680327052375,7.048454906362863,4.3392114695340505,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-14,4.365304659498208,1.6560612226693951,7.074548096327021,4.365304659498208,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-15,6.587096774193548,3.8778533373647353,9.29634021102236,6.587096774193548,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-16,4.4174910394265225,1.7082476025977096,7.126734476255336,4.4174910394265225,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-17,7.776272401433691,5.067028964604878,10.485515838262504,7.776272401433691,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-18,10.056774193548389,7.347530756719574,12.7660176303772,10.056774193548389,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-19,13.487311827956988,10.778068391128176,16.1965552647858,13.487311827956988,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-20,5.652329749103942,2.9430863122751294,8.361573185932755,5.652329749103942,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-21,6.821935483870967,4.112692047042154,9.53117892069978,6.821935483870967,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-22,8.004587813620072,5.295344376791259,10.713831250448884,8.004587813620072,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-23,5.750179211469534,3.0409357746407206,8.459422648298347,5.750179211469534,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-24,4.626236559139785,1.916993122310972,7.335479995968598,4.626236559139785,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-25,13.956989247311826,11.247745810483014,16.66623268414064,13.956989247311826,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-26,9.3568458781362,6.647602441307387,12.066089314965012,9.3568458781362,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-27,5.880645161290322,3.171401724461509,8.589888598119135,5.880645161290322,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-28,5.913261648745519,3.204018211916706,8.622505085574332,5.913261648745519,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-29,0.0,0.0,2.709243436828813,0.0,1.0,0.0
SKU00009,服装鞋履,ALL,2026-01-30,1.1956989247311829,0.0,3.9049423615599954,1.1956989247311829,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-01,13.868425925925926,10.54841086571912,17.188440986132733,13.868425925925926,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-02,9.812037037037038,6.492021976830233,13.132052097243845,9.812037037037038,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-03,19.436111111111117,16.116096050904307,22.75612617131792,19.436111111111117,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-04,14.43611111111111,11.116096050904304,17.756126171317916,14.43611111111111,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-05,8.577083333333333,5.257068273126527,11.897098393540135,8.577083333333333,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-06,9.436111111111112,6.116096050904306,12.756126171317916,9.436111111111112,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-07,6.5394907407407405,3.219475680533935,9.859505800947543,6.5394907407407405,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-08,4.624074074074074,1.3040590138672687,7.94408913428088,4.624074074074074,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-09,12.815833333333334,9.495818273126527,16.13584839354014,12.815833333333334,1.0,0.0
SKU00010,服装鞋履,ALL,2026-01-10,9.966203703703703,6.646188643496898,13.286218763910508,9.966203703703703,1.0,0.0
